UniProt_ID	PDB_ID	Chains_of_interest	Original_Source
P25788	5LE5	F,T	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/5LE5.cif
P25789	5LE5	B,P	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/5LE5.cif
P26358	7XIB	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7XIB.cif
P26368	6TR0	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6TR0.cif
P26447	4CFR	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4CFR.cif
P26640	P26640	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P26640-F1-model_v4.cif
P27449	6WLW	1,2,3,4,5,6,7,8,9	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6WLW.cif
P27658	P27658	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P27658-F1-model_v4.cif
P27694	8RK2	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8RK2.cif
P27708	P27708	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P27708-F1-model_v4.cif
P28070	8BZL	M,a	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8BZL.cif
P28072	8BZL	N,b	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8BZL.cif
P28074	8BZL	K,Y	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8BZL.cif
P28328	P28328	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P28328-F1-model_v4.cif
P28340	6TNY	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6TNY.cif
P28472	9EQG	B,E	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9EQG.cif
P29374	P29374	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P29374-F1-model_v4.cif
P29377	P29377	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P29377-F1-model_v4.cif
P29597	4OLI	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4OLI.cif
P30876	9EHZ	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9EHZ.cif
P30968	7BR3	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7BR3.cif
P30988	6NIY	R	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6NIY.cif
P31350	2UW2	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2UW2.cif
P32298	4YHJ	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4YHJ.cif
P33897	7X0Z	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7X0Z.cif
P33947	P33947	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P33947-F1-model_v4.cif
P33981	6GVJ	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6GVJ.cif
P33993	7W1Y	7,F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7W1Y.cif
P35232	8RRH	A,C,E,G,I,K	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8RRH.cif
P35244	3KDF	A,C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/3KDF.cif
P35249	8UMV	D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8UMV.cif
P35503	P35503	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P35503-F1-model_v4.cif
P35573	8ZEQ	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8ZEQ.cif
P35606	8D30	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8D30.cif
P35626	P35626	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P35626-F1-model_v4.cif
P35658	7R5K	G	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7R5K.cif
P35998	8USD	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8USD.cif
P36542	8H9E	G	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8H9E.cif
P36776	7OXO	A,B,C,D,E,F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7OXO.cif
P36896	P36896	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P36896-F1-model_v4.cif
P36954	9EHZ	I	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9EHZ.cif
P36957	6H05	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6H05.cif
P38159	P38159	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P38159-F1-model_v4.cif
P38646	9BLS	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9BLS.cif
P38919	4C9B	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4C9B.cif
P39019	8GLP	E	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8GLP.cif
P40227	7NVL	Z,z	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7NVL.cif
P40259	7XQ8	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7XQ8.cif
P41159	8X85	C,D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8X85.cif
P41223	8C6J	L	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8C6J.cif
P41227	9F1B	D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9F1B.cif
P41252	P41252	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P41252-F1-model_v4.cif
P42285	7Z52	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7Z52.cif
P43003	7NPW	A,B,C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7NPW.cif
P43034	9E0Z	C,D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9E0Z.cif
P43243	P43243	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P43243-F1-model_v4.cif
P43686	8USB	D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8USB.cif
P46781	8GLP	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8GLP.cif
P46782	8GLP	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8GLP.cif
P46783	8GLP	C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8GLP.cif
P47224	1FWQ	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/1FWQ.cif
P47756	9B85	O	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9B85.cif
P48444	P48444	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P48444-F1-model_v4.cif
P48544	P48544	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P48544-F1-model_v4.cif
P48643	7NVL	E,e	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7NVL.cif
P48740	4IGD	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4IGD.cif
P49005	3E0J	A,C,E,G	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/3E0J.cif
P49366	6XXJ	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6XXJ.cif
P49589	P49589	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P49589-F1-model_v4.cif
P49590	P49590	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P49590-F1-model_v4.cif
P49591	8P7B	B,D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8P7B.cif
P49720	5LE5	I,W	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/5LE5.cif
P49721	5LE5	J,X	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/5LE5.cif
P49756	P49756	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P49756-F1-model_v4.cif
P49761	6KHF	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6KHF.cif
P49770	7VLK	C,D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7VLK.cif
P49792	7R5K	A,B,C,D,E	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7R5K.cif
P50570	P50570	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P50570-F1-model_v4.cif
P50613	8P79	J	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8P79.cif
P51148	4KYI	B,D,F,H	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4KYI.cif
P51589	P51589	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P51589-F1-model_v4.cif
P51610	P51610	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P51610-F1-model_v4.cif
P51617	6BFN	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6BFN.cif
P51665	8USB	Z	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8USB.cif
P51788	8TA3	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8TA3.cif
P52272	P52272	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P52272-F1-model_v4.cif
P52435	9EHZ	K	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9EHZ.cif
P52594	P52594	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P52594-F1-model_v4.cif
P52732	6TIW	K	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6TIW.cif
P52789	5HEX	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/5HEX.cif
P52895	4JTR	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4JTR.cif
P52948	7F90	B,D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7F90.cif
P53396	7RIG	A,B,C,D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7RIG.cif
P53621	6U3V	B,D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6U3V.cif
P53634	3PDF	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/3PDF.cif
P53667	5HVJ	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/5HVJ.cif
P54136	4R3Z	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4R3Z.cif
P54219	8TGN	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8TGN.cif
P54920	P54920	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P54920-F1-model_v4.cif
P55060	P55060	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P55060-F1-model_v4.cif
P55072	5FTJ	A,B,C,D,E,F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/5FTJ.cif
P55081	8H6K	F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8H6K.cif
P55287	P55287	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P55287-F1-model_v4.cif
P55735	9LWF	H,R	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9LWF.cif
P55769	2OZB	A,D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2OZB.cif
P56559	P56559	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P56559-F1-model_v4.cif
P56937	P56937	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P56937-F1-model_v4.cif
P57771	2ODE	B,D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2ODE.cif
P58753	9FQM	A,B,C,D,E,F,G,H	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9FQM.cif
P59544	P59544	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P59544-F1-model_v4.cif
P60842	9AVR	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9AVR.cif
P60896	3T5X	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/3T5X.cif
P60900	5LE5	G,U	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/5LE5.cif
P61201	4D10	B,J	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4D10.cif
P61218	9EHZ	F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9EHZ.cif
P61244	1HLO	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/1HLO.cif
P61421	6WLW	Q	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6WLW.cif
P61604	9ES0	a,b,c,d,e,f,g,h,i,j,k,l,m,n	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9ES0.cif
P61923	2HF6	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2HF6.cif
P61970	1GY5	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/1GY5.cif
P61978	P61978	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P61978-F1-model_v4.cif
P62081	8GLP	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8GLP.cif
P62140	P62140	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P62140-F1-model_v4.cif
P62195	8USB	C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8USB.cif
P62244	8GLP	F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8GLP.cif
P62249	8GLP	C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8GLP.cif
P62263	8GLP	D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8GLP.cif
P62273	8GLP	F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8GLP.cif
P62310	8H6L	C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8H6L.cif
P62318	7EVO	e	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7EVO.cif
P62333	8USB	E	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8USB.cif
P62701	8GLP	C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8GLP.cif
P62753	8GLP	C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8GLP.cif
P62826	7MO5	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7MO5.cif
P62851	8GLP	E	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8GLP.cif
P62875	9EHZ	J	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9EHZ.cif
P62877	7PLO	T	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7PLO.cif
P62979	8GLP	C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8GLP.cif
P63218	P63218	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P63218-F1-model_v4.cif
P63244	8GLP	E	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8GLP.cif
P63267	8V2O	A,B,C,D,E	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8V2O.cif
P63272	8UHD	Y	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8UHD.cif
P63279	2GRR	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2GRR.cif
P68104	8G60	H	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8G60.cif
P68363	6S8L	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6S8L.cif
P78346	6AHU	I,J	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6AHU.cif
P78371	7NVL	B,b	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7NVL.cif
P78527	7Z87	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7Z87.cif
P78556	7T1E	A,B,C,D,E	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7T1E.cif
P83876	1QGV	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/1QGV.cif
P84090	2NML	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2NML.cif
P84103	9ASQ	H	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9ASQ.cif
P98155	8UFB	R,S,T,U,V,W,X,Y	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8UFB.cif
P98175	P98175	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P98175-F1-model_v4.cif
P98182	P98182	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-P98182-F1-model_v4.cif
Q00610	Q00610	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q00610-F1-model_v4.cif
Q00839	Q00839	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q00839-F1-model_v4.cif
Q01167	Q01167	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q01167-F1-model_v4.cif
Q01518	1K8F	A,B,C,D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/1K8F.cif
Q01968	3QIS	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/3QIS.cif
Q02218	8I0K	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8I0K.cif
Q02338	Q02338	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q02338-F1-model_v4.cif
Q02535	2LFH	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2LFH.cif
Q02790	8FFV	D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8FFV.cif
Q04637	8OZ0	2	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8OZ0.cif
Q04741	Q04741	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q04741-F1-model_v4.cif
Q05682	Q05682	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q05682-F1-model_v4.cif
Q06265	9G8M	K	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9G8M.cif
Q06609	8PBC	A,B,C,D,E,F,G,H,I,J,K	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8PBC.cif
Q07955	8QO9	z	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8QO9.cif
