UniProt_ID,PDB_ID,Pocket_ID,Druggability_Score,Target_Chains,Pocket_Touching,center_x,center_y,center_z,size_x,size_y,size_z
P62310,8H6L,12,0.482,C,"C,D",313.539,276.635,402.121,28.612,29.776,32.734
P62318,7EVO,41,0.833,e,"d,H,f,e",190.064,142.008,114.36,31.659,31.681,41.409
P62333,8USB,280,0.934,E,"F,B,A,E,D",160.252,148.344,145.047,18.587,28.405,21.32
P62701,8GLP,48,0.078,C,"C,A,D",329.579,308.309,171.19,32.068,25.933,21.486
P62753,8GLP,150,0.291,C,C,313.428,314.863,143.31,24.877,16.698,20.75
P62826,7MO5,5,0.658,A,A,7.728,35.03,9.896,23.286,13.838,17.385
P62851,8GLP,243,0.012,E,"E,D",205.099,164.454,252.524,17.645,19.247,16.921
P62875,9EHZ,24,0.083,J,"C,J,B,L",178.956,204.349,136.12,25.841,20.026,23.025
P62877,7PLO,42,0.247,T,"T,S",92.674,160.755,90.108,16.671,18.346,19.12
P62979,8GLP,236,0.927,C,"C,B,A",313.59,152.436,204.341,23.183,25.339,15.748
P63218,P63218,4,0.576,All,All,6.068,-1.49,-22.864,18.281,16.836,16.937
P63244,8GLP,355,0.295,E,"A,E",194.656,195.996,178.608,18.471,18.373,18.709
P63267,8V2O,28,1.0,"A,B,C,D,E","C,B,A",136.706,139.312,183.658,32.407,23.325,57.326
P63272,8UHD,11,0.55,Y,"Z,Y",237.494,165.449,253.218,20.942,23.122,21.351
P63279,2GRR,2,0.321,A,A,-5.474,-15.185,16.647,19.322,19.358,19.645
P68104,8G60,3,0.122,H,H,344.672,217.414,222.898,16.704,21.419,19.051
P68363,6S8L,2,0.985,A,"B,A",16.39,-4.226,27.994,15.943,19.429,26.618
P78346,6AHU,252,0.993,"I,J",I,197.507,141.296,224.909,40.3,24.063,19.67
P78371,7NVL,14,0.898,"B,b",B,232.184,193.41,155.769,28.223,19.722,26.907
P78527,7Z87,1,0.731,A,A,219.171,204.26,291.722,25.341,21.075,22.396
P78556,7T1E,5,0.771,"A,B,C,D,E","C,B,D",98.654,75.646,52.305,23.183,25.455,24.089
P83876,1QGV,2,0.163,A,A,-7.31,22.836,-11.442,20.825,15.64,15.632
P84090,2NML,1,0.305,A,A,34.176,66.519,0.477,17.568,14.048,16.176
P84103,9ASQ,71,0.561,H,"H,A,E",180.325,179.302,154.044,23.088,35.529,31.056
P98155,8UFB,1,0.836,"R,S,T,U,V,W,X,Y","B,A,Y",163.315,85.586,193.432,32.564,28.381,35.223
P98175,P98175,43,0.294,All,All,-44.185,-18.823,44.938,21.194,17.304,17.589
P98182,P98182,33,0.852,All,All,39.826,35.4,-4.018,29.004,25.616,29.367
Q00610,Q00610,127,0.806,All,All,38.647,49.246,6.705,19.416,25.042,17.25
Q00839,Q00839,31,0.239,All,All,5.272,-13.434,3.628,24.353,19.607,23.748
Q01167,Q01167,3,0.27,All,All,24.092,-3.697,-21.377,17.75,14.646,16.767
Q01518,1K8F,1,0.488,"A,B,C,D","C,D",32.368,3.529,60.353,13.413,14.102,17.994
Q01968,3QIS,3,0.334,A,A,-24.046,-2.458,33.068,15.577,21.187,17.739
Q02218,8I0K,2,0.986,"A,B","B,A",104.446,127.756,109.55,31.531,33.804,33.493
Q02338,Q02338,1,0.975,All,All,9.317,2.856,-4.023,27.977,29.268,36.751
Q02535,2LFH,5,0.177,"A,B","B,A",5.268,-7.186,9.91,24.788,21.199,16.909
Q02790,8FFV,160,0.548,D,"B,A,D",181.8,117.688,119.398,36.193,19.415,22.718
Q04637,8OZ0,139,0.996,2,"2,1",115.044,181.216,222.738,56.826,44.69,40.371
Q04741,Q04741,6,0.674,All,All,-27.941,23.42,-28.479,17.408,16.351,22.226
Q05682,Q05682,55,0.312,All,All,4.632,5.378,12.314,17.488,19.443,17.365
Q06265,9G8M,7,0.395,K,"K,O",553.698,286.338,428.907,19.951,16.037,15.587
Q06609,8PBC,32,0.81,"A,B,C,D,E,F,G,H,I,J,K","J,K",151.27,116.926,52.424,19.59,20.638,16.387
Q07955,8QO9,9,0.851,z,z,326.086,223.776,314.385,22.017,18.683,22.446
Q08211,8SZP,1,0.77,"A,B",A,-23.321,-22.028,29.712,26.312,20.371,30.827
Q08945,9EH2,154,0.379,y,"b,a,y,N,T",314.174,253.93,190.816,22.946,30.329,24.006
Q08AH1,Q08AH1,43,0.284,All,All,19.324,6.014,17.746,24.186,27.551,21.213
Q09161,1N52,9,0.935,A,"B,A",-30.978,33.996,14.486,27.321,27.889,21.935
Q10570,6F9N,91,0.802,A,"B,A",9.658,-43.377,19.406,33.98,24.164,28.093
Q12769,7R5K,1970,0.941,"W,X,Y,Z","3,Z",426.948,835.19,748.649,29.858,47.041,20.712
Q12962,7EGG,1,0.581,J,"J,F,L,H,D,I",156.482,138.802,124.95,28.169,28.895,37.702
Q13098,6R7N,108,0.341,A,A,-11.571,-30.373,6.584,17.523,17.708,19.493
Q13112,8IQG,35,0.882,B,"B,A,E,D",110.494,122.86,107.977,22.982,18.203,34.975
Q13123,6Q8I,148,0.712,"C,D,G,H,K,L,O,P","N,P,M",-87.03,-66.818,-71.484,20.929,21.635,24.331
Q13144,7VLK,203,0.329,"I,J","E,I",103.797,182.969,151.055,20.259,16.928,31.086
Q13177,9D51,7,0.278,"A,B","B,A",10.305,2.214,-1.335,31.246,23.933,26.669
Q13200,8USD,5,0.94,f,"A,f",187.121,155.442,217.904,20.974,25.478,16.606
Q13257,2VFX,42,0.611,"A,B,C,D,E,F,G,H,I,J,K,L","B,E",77.809,-25.114,76.696,19.356,20.539,23.26
Q13347,6ZP4,20,0.983,I,I,283.666,128.406,250.175,21.561,24.359,28.817
Q13404,2A4D,5,0.654,A,A,7.669,17.692,22.388,16.163,20.719,15.233
Q13435,7Q4O,171,0.465,B,"2,B,9",209.53,182.286,187.036,30.973,23.321,25.127
Q13489,Q13489,42,0.14,All,All,1.153,-8.856,-3.508,23.889,24.93,25.367
Q13535,9L40,196,0.993,"A,B",A,142.706,205.632,126.079,31.59,31.812,23.03
Q13573,8C6J,474,0.453,K,"A,4,O,K",246.708,312.01,290.697,21.902,19.764,19.642
Q13702,Q13702,24,0.109,All,All,-11.474,-13.603,7.747,18.666,15.415,18.7
Q13765,9MR4,666,0.462,B,"B,A",241.624,299.35,255.446,24.405,25.781,19.18
Q13823,8FL3,3,0.612,G,"G,B",255.353,308.863,264.002,23.916,26.226,24.687
Q13838,9DLP,36,0.635,D,"A,D",128.652,93.682,146.248,20.227,31.138,27.913
Q13907,2DHO,1,0.964,A,A,27.123,29.093,-9.397,22.197,30.486,27.726
Q13951,8CX0,69,0.92,C,"C,B,A",158.34,148.122,122.48,22.354,29.952,33.401
Q14008,Q14008,58,0.598,All,All,2.22,56.088,18.74,24.883,23.322,19.399
Q14028,7RH9,58,0.958,B,"C,B",134.633,116.922,115.848,24.286,28.348,32.141
Q14112,Q14112,1,0.94,All,All,-20.891,21.34,-28.954,19.286,24.092,35.689
Q14137,8FKV,665,0.927,L,"L,B,O,F",254.426,210.64,150.736,21.218,19.547,25.895
Q14152,8PPL,593,0.71,D,"B,A,D",451.67,313.131,372.168,24.752,32.666,32.531
Q14186,5TUU,14,0.112,A,"B,A",5.351,-14.19,-18.758,21.854,20.284,21.438
Q14213,7ZXK,13,0.032,"B,D","B,A",38.582,-12.163,-0.598,14.019,16.926,17.531
Q14240,3BOR,2,0.501,A,A,25.602,19.292,39.247,18.811,16.491,15.582
Q14498,Q14498,30,0.934,All,All,17.05,2.792,16.355,17.221,25.231,18.434
Q14562,8C6J,346,0.18,V,"A,V",267.172,326.63,317.596,24.111,25.466,16.905
Q14585,Q14585,2,0.311,All,All,-22.755,-3.656,30.293,21.067,20.539,16.916
Q14587,Q14587,4,0.614,All,All,55.057,14.747,-51.95,16.52,20.098,17.139
Q14623,3K7I,1,0.376,B,B,-25.53,-38.68,11.747,18.297,16.168,18.706
Q14643,Q14643,201,0.855,All,All,76.776,-2.719,-34.28,22.883,16.854,23.451
Q14674,7NJ1,104,0.996,A,A,182.461,156.13,234.571,35.766,31.697,37.906
Q14683,6WGE,2,0.966,A,"B,A",156.301,181.136,128.24,24.891,23.366,20.369
Q14839,6RYR,4,0.832,W,"J,I,W",162.541,146.9,121.706,29.364,29.307,22.556
Q14919,1JFI,1,0.758,A,"B,A,E,D",57.523,26.882,68.363,24.886,23.507,24.2
Q14978,Q14978,4,0.532,All,All,7.575,-8.029,-15.445,19.6,16.382,15.896
Q15029,8H6L,260,0.11,C,C,299.909,348.6,190.58,24.158,20.181,22.387
Q15040,Q15040,1,0.472,All,All,16.713,8.583,-10.746,24.032,18.666,21.236
Q15046,6CHD,1,0.875,"A,B",B,47.584,-8.777,-19.588,23.394,26.52,26.451
Q15054,9EKB,1,0.725,C,"C,B",172.021,187.969,143.534,25.989,25.107,38.561
Q15287,Q15287,1,0.107,All,All,9.051,10.405,8.706,16.0,22.118,19.592
Q15363,5AZW,2,0.383,"A,B",A,-0.644,-16.544,17.646,14.423,19.529,23.557
Q15366,2JZX,7,0.928,A,A,-0.839,5.315,2.936,18.853,28.773,24.143
Q15370,4AJY,3,0.201,B,"C,B",8.2,-44.608,-20.558,22.965,18.489,18.408
Q15393,7Q4O,129,0.077,C,"C,E",214.786,207.099,242.062,28.503,26.37,22.414
Q15427,7EVO,45,0.046,4,4,119.147,179.116,129.984,22.538,30.367,27.172
Q15428,7Q4O,76,0.259,1,"B,A,1",189.826,187.1,189.073,21.071,22.867,16.422
Q15435,6HKW,63,0.336,"A,B,C,D,E",E,128.845,5.611,-14.544,16.836,19.602,16.766
Q15459,7EVO,1,0.027,A,"C,A",138.784,159.376,85.628,50.437,36.209,59.662
Q15648,7EMF,2,0.969,A,"A,D,I",223.958,282.836,320.865,17.806,31.753,19.598
Q15697,Q15697,11,0.277,All,All,-5.119,3.371,23.286,17.86,20.721,16.676
Q15833,4CCA,5,0.389,A,A,-15.473,15.556,-14.004,13.826,13.421,14.79
Q15843,4FBJ,2,0.488,B,"B,A",13.344,-10.092,22.4,17.067,21.889,16.012
Q15904,6WLW,1,0.993,U,"0,U,V",253.127,278.311,209.146,28.582,29.121,27.937
Q16534,Q16534,9,0.396,All,All,-15.29,34.821,-15.878,18.319,16.088,15.409
Q16543,7Z38,106,0.454,D,"B,D",149.91,177.82,114.786,22.809,30.39,25.989
Q16581,9IPV,2,0.963,R,R,151.92,173.975,119.388,29.262,23.548,23.507
Q16619,Q16619,13,0.542,All,All,-17.763,-5.316,21.96,25.306,19.781,16.353
Q16623,Q16623,4,0.696,All,All,16.026,10.566,-11.646,24.401,20.494,28.68
Q16629,2HVZ,10,0.459,A,A,12.11,21.933,-5.344,18.083,16.128,17.437
Q16819,7UAF,6,0.888,"A,B,C,D",B,116.793,134.782,120.666,22.18,26.502,27.262
Q2NKX8,Q2NKX8,94,0.798,All,All,-20.912,37.886,4.99,31.918,22.481,25.069
Q2TAY7,8H6L,395,0.939,C,C,209.942,281.264,354.107,27.287,19.279,24.404
Q4G0N8,Q4G0N8,116,0.809,All,All,-2.963,7.522,21.634,19.738,22.411,17.654
Q52LR7,Q52LR7,61,0.248,All,All,31.077,-8.738,-12.338,19.136,18.406,17.986
Q52LW3,Q52LW3,74,0.569,All,All,15.602,2.642,-10.856,19.476,17.136,19.275
Q53GS9,8QOZ,245,0.213,U,"C,A,U",298.809,243.914,346.27,35.023,60.051,37.353
Q56UN5,Q56UN5,26,0.203,All,All,-12.186,9.931,2.418,20.633,28.14,20.664
Q5FBB7,Q5FBB7,6,0.752,All,All,2.812,17.884,-17.524,22.027,14.824,17.029
Q5JRX3,4L3T,9,0.712,"A,B",A,65.16,81.446,-18.441,22.168,28.481,19.785
Q5MAI5,Q5MAI5,19,0.339,All,All,-6.679,6.87,9.394,25.312,24.322,24.617
Q5QJE6,7MQA,12,0.098,L,"L,F,I",293.346,351.441,269.137,15.587,14.319,16.958
Q5T200,7VF2,65,0.216,B,B,141.816,114.681,126.731,18.95,20.144,19.366
Q5T6F2,Q5T6F2,3,0.09,All,All,-4.582,12.416,6.571,19.808,20.425,26.209
Q5TDH0,4RGH,1,0.579,"A,B",B,6.248,19.516,29.924,16.613,15.037,14.938
Q5VW22,Q5VW22,28,0.472,All,All,0.217,16.521,9.311,19.907,16.883,17.885
Q5W5X9,Q5W5X9,5,0.379,All,All,-22.754,-10.714,24.57,18.485,18.201,21.665
Q658P3,2VNS,21,0.59,"A,B","B,A",19.29,-11.788,50.973,27.219,22.942,29.253
Q6P1N0,Q6P1N0,77,0.559,All,All,-18.188,9.549,31.984,21.437,26.344,16.657
Q6P2Q9,8H6L,593,0.53,C,"C,I",275.078,329.398,265.395,29.115,35.669,22.833
Q6QNK2,8X9T,1,0.988,R,R,132.754,129.774,94.614,29.56,23.403,22.302
Q6UN15,Q6UN15,41,0.754,All,All,14.173,-1.396,-11.078,20.12,26.672,22.372
Q6UW02,Q6UW02,43,0.504,All,All,10.067,-6.738,-18.266,27.262,16.779,17.107
Q6UWM5,Q6UWM5,19,0.025,All,All,17.904,-2.501,-1.4,22.763,27.21,30.886
Q6UXD5,Q6UXD5,10,0.729,All,All,-58.436,5.637,-12.521,23.431,25.452,19.662
Q6WCQ1,Q6WCQ1,1,0.683,All,All,-22.133,27.632,-15.092,23.956,20.764,24.569
Q6ZSI9,Q6ZSI9,50,0.207,All,All,-16.956,1.636,22.281,19.676,15.978,16.276
Q6ZVD8,Q6ZVD8,103,0.757,All,All,23.475,-12.456,17.152,21.062,30.882,21.659
Q6ZVN7,Q6ZVN7,4,0.378,All,All,-7.917,6.396,27.315,18.713,16.094,14.32
Q6ZWT7,Q6ZWT7,30,0.991,All,All,-9.426,0.046,1.285,31.711,42.68,37.952
Q71UI9,3WAA,92,0.318,"C,G","G,F,C,H,B,D",15.414,19.535,31.656,44.433,21.758,25.779
Q76N89,Q76N89,90,0.659,All,All,-28.576,21.38,-32.235,19.213,27.072,21.936
Q7KZ85,8OEV,77,0.746,S,S,211.743,251.108,138.88,26.745,23.817,19.731
Q7L014,7Q3L,6,0.248,p,"p,A",159.306,260.225,227.318,19.034,24.907,21.231
Q7L5N1,4D10,1,0.787,"F,N","F,B,E",20.478,54.644,52.014,16.271,22.119,19.978
Q7RTV0,5SYB,1,0.242,"A,B",B,-1.531,-19.414,15.928,14.964,14.296,12.768
Q7RTX1,Q7RTX1,1,0.975,All,All,-46.191,-15.855,54.408,17.726,27.248,20.68
Q7RTY9,Q7RTY9,3,0.532,All,All,5.546,-7.294,-14.426,17.482,15.351,18.886
Q7Z5H3,Q7Z5H3,30,0.463,All,All,-1.847,-3.384,6.94,18.375,16.674,20.482
Q7Z6J0,Q7Z6J0,33,0.152,All,All,-18.358,-6.843,-12.404,19.993,28.851,21.437
Q7Z7J9,Q7Z7J9,2,0.565,All,All,-6.054,1.069,11.532,14.603,19.114,22.191
Q86SF2,6IWR,226,0.75,"A,B,C,D,E,F","B,A",18.217,187.228,10.52,23.206,19.68,44.313
Q86U42,Q86U42,14,0.477,All,All,-10.878,6.22,-5.202,15.271,22.211,15.193
Q86V81,7ZNK,71,0.89,"L,l","L,P",147.628,172.904,387.398,24.439,21.044,20.226
Q86VM9,Q86VM9,64,0.112,All,All,-43.524,-19.498,11.77,24.297,23.805,25.601
Q86W42,7APK,444,0.659,"F,N,f,n","N,M",334.76,343.496,365.447,23.971,20.668,40.616
Q86XW9,8J07,914,0.023,"D,E,F",F,184.854,439.251,205.348,17.468,16.896,15.343
Q86YE8,Q86YE8,18,0.679,All,All,47.02,40.578,-42.32,16.976,18.708,21.092
Q8IU80,9NRC,109,0.983,A,A,193.714,191.338,118.086,38.253,31.039,37.474
Q8IUN9,6PY1,7,0.284,A,A,-11.198,15.404,20.581,20.184,17.669,16.894
Q8IUX4,8VUD,28,0.586,"A,B","B,A",-10.264,56.564,14.938,28.077,20.761,19.184
Q8IVH8,5J5T,10,0.52,A,A,32.204,22.899,9.064,24.469,18.774,18.565
Q8IWX8,Q8IWX8,12,0.639,All,All,4.124,-0.702,0.525,29.259,21.199,17.878
Q8N1F7,7R5K,2609,0.476,"A,B,C,D,E,F,G","C,0,8,K",668.721,896.92,973.542,34.09,31.517,29.22
Q8N5C6,Q8N5C6,39,0.682,All,All,-1.83,13.064,17.628,22.801,23.224,24.387
Q8N5C8,Q8N5C8,5,0.876,All,All,-20.904,17.728,-0.218,21.691,18.825,27.174
Q8N5V2,Q8N5V2,21,0.924,All,All,-10.344,-5.172,10.4,35.949,38.578,49.421
Q8N5Y2,Q8N5Y2,8,0.84,All,All,-16.244,14.196,17.62,26.928,19.77,19.805
Q8N7H5,9HVQ,116,0.852,V,"Q,V",162.722,225.387,109.317,21.815,18.758,17.534
Q8N878,Q8N878,24,0.07,All,All,6.031,12.551,6.478,18.032,21.3,16.619
Q8N9H8,Q8N9H8,4,0.493,All,All,-10.887,7.327,29.384,18.946,17.42,20.123
Q8NEP9,Q8NEP9,51,0.679,All,All,13.018,-18.18,-40.89,23.523,27.446,26.164
Q8NFP9,Q8NFP9,2,0.571,All,All,-25.816,-2.798,34.59,17.16,17.122,20.662
Q8NFW8,Q8NFW8,10,0.639,All,All,27.522,15.274,-15.483,17.757,14.662,18.015
Q8NGC6,Q8NGC6,17,0.733,All,All,-6.776,-6.935,-11.502,23.559,15.124,18.009
Q8NGZ4,Q8NGZ4,1,0.937,All,All,4.551,-2.859,-1.729,22.522,20.768,17.721
Q8NHQ9,Q8NHQ9,2,0.69,All,All,-14.159,7.518,2.069,21.094,23.306,24.37
Q8NI08,Q8NI08,3,0.785,All,All,10.184,16.062,5.01,15.028,21.683,17.931
Q8NI27,7ZNL,871,0.771,"B,J,b,j","B,E",430.552,243.294,450.857,26.807,20.321,22.216
Q8TAW3,Q8TAW3,47,0.799,All,All,28.564,-8.221,-9.662,26.356,28.515,31.117
Q8TCT7,Q8TCT7,35,0.937,All,All,-3.826,-17.233,16.27,23.25,19.448,23.55
Q8TDD1,8FKV,424,0.023,F,"H,A,F",212.599,308.747,259.437,24.108,20.92,17.919
Q8TDM6,Q8TDM6,127,0.762,All,All,2.52,-46.543,1.127,26.665,22.007,22.44
Q8TDY2,8SRM,50,1.0,"A,B","C,A,E",142.444,201.749,213.532,87.375,48.952,75.836
Q8TE49,Q8TE49,1,0.527,All,All,-24.597,1.261,-2.749,29.02,23.6,28.104
Q8TE68,Q8TE68,51,0.603,All,All,-30.438,13.598,-0.528,27.196,33.745,23.919
Q8TE73,8J07,1252,0.916,"H,S,4,f","4,Z",224.241,280.04,52.93,25.795,17.892,21.861
Q8TEA8,2OKV,11,0.529,"A,B,C,D","C,D",38.341,63.928,2.336,16.194,19.491,16.955
Q8TEU8,Q8TEU8,28,0.777,All,All,-36.372,-21.084,-3.572,26.653,24.35,21.286
Q8TEZ7,Q8TEZ7,21,0.984,All,All,-6.816,3.306,4.473,31.739,25.414,30.874
Q8TF42,8U5M,90,0.717,"A,B,C,D,E,F",B,-25.752,33.152,18.751,17.885,14.767,18.345
Q8WUB2,Q8WUB2,1,0.725,All,All,11.34,5.115,-4.146,16.482,17.064,17.195
Q8WV22,5HVQ,30,0.634,C,"C,D",-13.105,24.325,15.191,20.624,24.116,31.662
Q8WVK2,6QW6,149,0.071,X,"G,X,S",265.311,169.638,221.04,20.98,25.845,28.563
Q8WWY3,8H6L,393,0.53,F,"A,F",275.078,329.398,265.395,29.115,35.669,22.833
Q8WWZ1,5BOW,2,0.487,A,A,6.47,-16.375,-17.894,13.045,15.212,15.048
Q8WXD2,Q8WXD2,19,0.204,All,All,-20.949,-5.356,4.982,25.186,29.021,21.791
Q8WYA6,4CB9,3,0.237,A,A,26.038,-2.798,61.84,19.959,20.763,22.497
Q8WYP5,7R5K,470,0.847,"F,G","C,G",396.426,837.166,817.951,28.261,24.391,27.947
Q92482,Q92482,1,0.974,All,All,-5.198,-4.756,8.346,25.057,16.51,26.568
Q92485,Q92485,1,0.586,All,All,17.28,3.395,-7.947,15.867,18.103,21.058
Q92502,Q92502,7,0.797,All,All,-25.85,-6.905,32.213,22.364,33.048,23.288
Q92541,9EGX,332,0.764,R,"L,B,R,U",223.785,300.359,267.668,28.19,28.693,30.965
Q92551,Q92551,35,0.678,All,All,5.805,-2.01,-8.628,30.539,34.718,33.691
Q92614,Q92614,206,0.365,All,All,23.232,10.416,-6.59,20.304,20.863,23.893
Q92620,6ZYM,18,0.038,r,"r,A",186.379,260.74,201.202,36.854,23.974,36.013
Q92621,7R5K,3306,0.434,"I,J,K,L,M","C,J,Z,S",668.721,896.92,973.542,34.09,31.517,29.22
Q92844,Q92844,1,0.437,All,All,-23.738,-15.318,14.51,22.682,15.825,19.25
Q92905,4D10,1,0.865,"E,M","B,E,F",20.478,54.644,52.014,16.271,22.119,19.978
Q92966,7ZWD,92,0.154,b,"b,a",241.096,242.103,125.83,34.201,25.606,26.728
Q93063,7SCK,18,0.351,B,B,90.768,87.929,112.608,19.459,17.232,23.2
Q93077,7R5R,4,0.707,"C,G","C,I,D",171.448,171.734,134.453,31.699,18.279,27.74
Q93096,1XM2,1,0.457,"A,B,C,D,E,F",B,34.662,49.343,24.572,21.425,14.808,21.143
Q96AE4,Q96AE4,46,0.582,All,All,-19.668,-28.202,8.391,23.207,24.365,25.398
Q96C86,1ST0,1,0.99,"A,B","B,A",33.695,58.182,54.431,25.565,23.446,22.49
Q96CJ1,Q96CJ1,4,0.278,All,All,-8.586,-1.504,2.75,13.241,17.061,16.074
Q96CW1,6BNT,3,0.569,A,A,49.374,-52.055,-16.491,22.823,17.715,21.448
Q96DI7,8H6L,17,0.835,B,B,300.241,313.975,158.546,31.378,28.864,23.314
Q96EQ8,5DKA,1,0.391,"A,B",B,32.886,-9.802,-17.758,19.166,17.457,14.976
Q96EV8,Q96EV8,3,0.711,All,All,78.682,21.654,-50.893,18.553,19.441,17.234
Q96EY1,Q96EY1,35,0.768,All,All,-25.928,-8.691,29.31,30.075,20.642,25.413
Q96FN4,Q96FN4,1,0.622,All,All,18.078,-9.35,-2.362,20.569,20.26,25.119
Q96G21,7MQA,588,0.344,H,"H,K,F",321.65,290.03,260.83,19.323,26.176,24.928
Q96GQ7,Q96GQ7,81,0.727,All,All,18.898,30.447,19.372,21.611,17.29,23.545
Q96HR3,7EMF,169,0.328,3,"0,Q,3",300.347,255.409,243.287,24.938,19.33,18.856
Q96HW7,8RC4,271,0.804,d,"d,i,k",266.258,293.707,288.804,26.519,17.446,22.668
Q96I25,Q96I25,1,0.44,All,All,-8.504,-6.374,-1.017,13.753,19.865,16.189
Q96J01,7APK,46,0.041,"C,K,c,k","c,b",191.934,278.896,234.903,18.054,20.966,17.942
Q96JN0,Q96JN0,3,0.218,All,All,-24.982,-20.811,-16.263,14.965,14.428,17.16
Q96L91,8QR1,418,0.896,A,A,225.642,183.26,182.007,36.473,46.221,39.973
Q96LB4,Q96LB4,1,0.651,All,All,-29.856,-1.154,36.516,14.755,16.986,17.588
Q96LW9,Q96LW9,40,0.203,All,All,-10.058,-6.762,-2.662,24.081,26.542,27.679
Q96PM5,7YNX,9,0.349,"A,B","B,A",31.668,7.958,41.165,16.201,30.137,23.547
Q96Q15,6L54,152,0.945,A,A,161.6,138.677,175.747,28.316,17.206,27.063
Q96QS6,Q96QS6,6,0.051,All,All,-20.204,-7.186,-20.489,24.874,19.448,16.851
Q96RU7,Q96RU7,3,0.399,All,All,-10.24,-7.994,5.878,19.905,20.936,19.518
Q96SZ6,Q96SZ6,4,0.514,All,All,-0.926,-8.664,-1.416,22.0,26.201,20.354
Q96TA2,Q96TA2,27,0.785,All,All,-21.075,29.832,52.506,14.677,18.821,20.614
Q99436,8BZL,179,0.973,"H,V","H,Z,a",78.644,214.87,59.858,20.675,38.372,20.9
Q99459,8C6J,346,0.105,O,"O,S,y,2,z,K",278.184,305.865,253.501,20.375,31.716,27.576
Q99460,8USD,12,0.013,U,"B,f,U",198.103,169.903,204.344,14.518,17.274,19.051
Q99550,Q99550,48,0.397,All,All,0.036,-3.172,-38.503,19.864,14.547,15.99
Q99578,Q99578,13,0.537,All,All,5.475,7.01,-13.63,18.769,14.425,19.703
Q99594,7ZJQ,1,0.985,"A,B,C,D","A,D",8.996,6.532,23.876,24.015,18.666,25.407
Q99623,8RRH,124,0.968,"B,D,F,H,J",J,112.513,191.922,179.403,27.022,36.64,20.654
Q99627,4D18,299,0.355,"H,P","H,P",60.522,41.916,11.467,22.753,20.291,18.922
Q99633,Q99633,14,0.162,All,All,-21.559,10.216,-31.71,19.043,18.354,20.106
Q99714,2O23,1,0.924,"A,B","B,A",24.526,32.457,-1.382,17.203,23.695,22.153
Q99795,Q99795,5,0.264,All,All,-7.732,-15.87,22.31,14.485,18.513,14.241
Q99798,Q99798,9,0.815,All,All,-2.407,-11.247,-24.705,31.185,21.965,17.18
Q99816,7NLC,1,0.842,A,A,4.323,6.321,13.739,17.612,20.402,24.494
Q99819,Q99819,1,0.209,All,All,18.834,2.304,0.723,25.374,28.096,30.07
Q99848,8FKV,511,0.807,E,"B,E",313.258,192.872,222.311,22.101,23.623,15.934
Q99873,6NT2,5,0.896,"A,B,C,D","A,D",15.06,48.618,56.221,25.69,21.545,21.145
Q99969,8ZJG,6,0.971,L,"L,A",129.747,148.094,176.687,22.8,27.053,19.597
Q9BQA1,9EYV,6,0.126,B,"B,A",27.963,39.52,57.945,15.504,27.583,16.915
Q9BQE5,7LF8,8,0.012,A,A,22.813,33.191,150.809,15.304,14.33,15.674
Q9BS26,5XWM,62,0.761,"A,B,C,D","C,B",-4.568,65.604,31.963,21.46,19.409,26.05
Q9BU64,7R5S,27,0.175,O,"O,K,I",207.339,144.06,218.251,18.518,23.184,26.712
Q9BUA6,Q9BUA6,1,0.912,All,All,3.286,-4.143,-13.308,15.756,19.628,21.958
Q9BUQ8,6QW6,10,0.471,D,"C,A,D",184.894,181.255,149.245,21.674,15.932,22.309
Q9BVL2,7R5K,1201,0.57,"M,N,O,P","G,A,M,I",666.778,997.305,994.47,21.164,17.632,21.559
Q9BW04,Q9BW04,1,0.196,All,All,13.194,-10.349,-5.245,15.709,17.528,15.762
Q9BW27,7R5K,1841,0.927,"N,O,P,Q","Q,M",522.519,849.598,677.241,41.972,29.741,32.796
Q9BWJ5,7Q4O,107,0.106,E,"C,E",214.786,208.034,242.062,28.503,28.241,22.414
Q9BWV3,9HFS,5,0.951,"A,B,C,D,E,F",E,121.847,131.67,123.954,20.308,21.992,18.873
Q9BXI2,Q9BXI2,7,0.334,All,All,-16.251,11.772,-3.142,19.426,15.55,14.142
Q9BXP5,8PMP,71,0.015,D,"B,A,D",158.778,142.111,182.859,26.498,26.73,28.232
Q9BXR5,Q9BXR5,55,0.922,All,All,-16.201,8.892,16.262,25.979,35.879,20.597
Q9BYG3,8FKV,30,0.341,E,"G,E",279.233,244.002,88.934,22.67,17.401,17.897
Q9BZL1,4PYU,1,0.312,"A,B,G,K,O,S",O,72.295,58.761,64.406,15.3,17.268,16.603
Q9GZN1,8X15,176,0.898,K,K,238.46,232.01,284.609,20.259,27.274,21.086
Q9GZR1,Q9GZR1,70,0.339,All,All,5.664,-8.015,-22.895,21.513,20.964,19.726
Q9GZR7,Q9GZR7,63,0.387,All,All,3.728,-20.403,5.212,19.758,18.252,17.017
Q9GZT9,4BQY,1,0.759,A,A,-43.254,-19.66,3.41,27.333,22.06,19.995
Q9GZZ9,6H77,2,0.914,"A,B,C,D","C,R,D",44.577,-7.381,61.119,29.86,30.148,40.442
Q9H0S4,3BER,7,0.397,A,A,4.963,0.858,20.066,14.882,16.37,15.767
Q9H1C3,Q9H1C3,1,0.422,All,All,4.652,12.979,1.296,34.005,32.982,27.818
Q9H204,7EMF,184,0.273,1,"0,N,Q,1",286.638,272.25,253.614,30.301,22.237,48.257
